,group,rmse
419,qp097m,0.07802821189703533
420,qp097p,0.19695704355622473
421,qp097s,0.27319538862227416
422,qp097t,0.06840418412443884
423,qp097w,0.06430946699126525
424,qp097x,0.10213795176531237
425,qp097y,0.06869085766376777
426,qp097z,0.10118267268213423
427,qp0980,0.07709211831780352
428,qp0981,0.058304812978660824
429,qp0983,0.07103603280458305
430,qp0985,0.14033381630055003
431,qp0986,0.16578883987076917
432,qp0987,0.46015387188265033
433,qp0988,0.08318549087946232
434,qp0989,0.1219671926643505
435,qp098c,0.1183564163439798
436,qp098d,0.1118530421203902
437,qp098e,0.05719455374416179
438,qp098f,0.10585799025123656
439,qp098g,0.12271524692128408
440,qp098h,0.10361544335559869
441,qp098j,0.39584827941691914
442,qp098k,0.1632422351693146
443,qp098m,0.06284684285802596
444,qp098n,0.1713791369121557
445,qp098q,0.10255048845019459
446,qp098r,0.06202474808624914
447,qp098u,0.12296417122893895
448,qp0990,0.07466914700253172
449,qp0991,0.04158235451728101
450,qp0992,0.07043285062590107
451,qp0993,0.03150671978729083
452,qp0994,0.09785572275957964
453,qp0995,0.09397443599547838
454,qp0996,0.05553883457265248
455,qp0999,0.06591598871434526
456,qp099b,0.0852156517055582
457,qp099c,0.05092084413222274
458,qp099d,0.10539850522062441
459,qp099e,0.06287060667857698
460,qp099g,0.08341096393745889
461,qp099h,0.12818335602695782
462,qp099j,0.126679595966081
463,qp099k,0.06420046494266861
464,qp099n,0.12555482536528476
465,qp099q,0.09436952394425298
466,qp099r,0.10772491748330887
467,qp099s,0.062085821489797334
468,qp099t,0.09310769348073018
469,qp099u,0.07625556295624973
470,qp099w,0.1413911199959774
471,qp099x,0.117264833727763
472,qp099y,0.06804343689873395
473,qp099z,0.11593207564519571
474,qp09b0,0.08943489362981726
475,qp09b1,0.08583210357821457
476,qp09b2,0.06861809682877983
477,qp09b3,0.03567766631063192
478,qp09b4,0.08846694537434269
479,qp09b5,0.26560901304455525
480,qp09b6,0.47555392477173675
481,qp09bd,0.19682634244222277
482,qp09be,0.187572071128389
483,qp09bh,0.10310429566474227
484,qp09bj,0.15628808161066302
485,qp09bk,0.2461320972954339
486,qp09bm,0.1254320206912595
487,qp09bp,0.1497144135339167
488,qp09bq,0.18969189338103296
489,qp09bt,0.21036134975927023
490,qp09c6,0.11803839176011906
491,qp09c7,0.11546273834588139
492,qp09c8,0.12394114969953625
493,qp09c9,0.11810712903565884
494,qp09cd,0.10589582236370852
495,qp09ce,0.10674498957353434
496,qp09cf,0.09386148914448836
497,qp09cj,0.11906170463975052
498,qp09cn,0.14904591989400126
499,qp09cp,0.1453087097421525
500,qp09cq,0.10112739270599598
501,qp09cr,0.13143376688009636
502,qp09ct,0.10663083610260866
503,qp09cu,0.07765533012641448
504,qp09cw,0.10933827775046806
505,qp09cx,0.09853512566926029
506,qp09cy,0.0742514547998065
507,qp09d1,0.10449667589391433
508,qp09d2,0.7845874414131359
509,qp09d4,0.10793027188153144
510,qp09d7,0.09666359425927087
511,qp09d8,0.5127920300661231
512,qp09d9,0.689330006230167
513,qp09db,0.28670065355437935
514,qp09dc,0.6658065772364657
515,qp09dd,0.11661319708047288
516,qp09de,0.2284705945753693
517,qp09dh,0.19974548558817323
518,qp09dj,0.15306161889813408
519,qp09dk,0.11810812320430544
520,qp09dm,0.1411292218110129
521,qp09dp,0.09868770248356595
522,qp09dq,0.16492776338125187
523,qp09dr,0.10261085982746891
524,qp09ds,0.1578961935599046
525,qp09dt,0.15925192094548588
526,qp09du,0.3718979628621483
527,qp09dw,0.19129747100963967
528,qp09e0,0.23054780459355073
529,qp09e1,0.26226049216446357
530,qp09e2,0.23544177193877933
531,qp09e3,0.3199023705432458
532,qp09e4,0.3554444304572421
533,qp09e5,0.6117125667015729
534,qp09e6,0.5035394742781186
535,qp09e7,0.08812522278733598
536,qp09e9,0.1602197879150017
537,qp09eb,0.1639594913438596
538,qp09ec,0.28702258469742414
539,qp09ed,0.44107065299010884
540,qp09ee,0.5710196817156374
541,qp09eh,0.15786409047024064
542,qp09ej,0.5606485423972543
543,qp09em,0.5228499137190028
544,qp09en,0.39452959105698787
545,qp09ep,0.26956294883112836
546,qp09eq,0.4376445674190271
547,qp09er,0.29784172735571846
548,qp09es,0.6006345483727662
549,qp09et,0.5570725479987971
550,qp09eu,0.44757583154838415
551,qp09ev,0.4368224315605433
552,qp09ew,0.35032121112332554
553,qp09ez,0.2858511616636547
554,qp09f0,0.10870895319876228
555,qp09f2,0.1329302558688883
556,qp09f3,0.06876461689350952
557,qp09f4,0.10144454729154145
558,qp09f5,0.08527416703672457
559,qp09f7,0.06920178678400413
560,qp09f8,0.14173134633197224
561,qp09fb,0.15189741877424442
562,qp09fd,0.07099599789068292
563,qp09fe,0.08618748550104742
564,qp09ff,0.11962577222247918
565,qp09fh,0.05163023544719253
566,qp09fj,0.02839633860040372
567,qp09fk,0.054104707106353664
568,qp09fm,0.056023709687244606
569,qp09fq,0.04624412743011827
570,qp09fr,0.07358288264407252
571,qp09fu,0.10854262405210172
572,qp09fv,0.08221900906554508
573,qp09fw,0.06682628008081468
574,qp09fx,0.03559257810895514
575,qp09fy,0.06885805294516341
576,qp09fz,0.12078603041659361
577,qp09g0,0.2140482399919685
578,qp09g1,0.08303933604437624
579,qp09g2,0.18598240269593194
580,qp09g3,0.20031635013446603
581,qp09g4,0.1091126105477396
582,qp09g5,0.051870160954156135
583,qp09g6,0.05062360537978767
584,qp09g7,0.11676829924726782
585,qp09g8,0.13868226381465562
586,qp09g9,0.2790025014737929
587,qp09gb,0.4306999160073201
588,qp09gc,0.3894172305714185
589,qp09ge,0.1621382016459373
590,qp09gf,0.2498602459923133
591,qp09gg,0.19692614654627394
592,qp09gh,0.06110306275837291
593,qp09gj,0.06114437402141821
594,qp09gm,0.0811957996431521
595,qp09gn,0.07605288976783157
596,qp09gp,0.04914602886616167
597,qp09gq,0.07758933290378828
598,qp09gr,0.07599552774616006
599,qp09gs,0.09504405302018301
600,qp09gu,0.12769137592091187
601,qp09gv,0.07796745112090252
602,qp09gw,0.03175117648834133
603,qp09gx,0.05808994238184686
604,qp09gz,0.052802160927340816
605,qp09h0,0.0276193521221718
606,qp09h5,0.04157306466089073
607,qp09h7,0.05164036787952901
608,qp09hh,0.10129270252544709
609,qp09hj,0.09446517239427353
610,qp09hk,0.042493888039283306
611,qp09hm,0.02899788057733515
612,qp09hn,0.04426428141604444
613,qp09hp,0.04675164479811265
614,qp09hr,0.048659153845450456
615,qp09ht,0.04475423840378322
616,qp09hv,0.036914056989164376
617,qp09hx,0.040850998738026556
618,qp09hy,0.02837697732029663
619,qp09hz,0.03890145675748413
620,qp09j7,0.03613585327302189
621,qp09jk,0.043717023145280254
622,qp09jq,0.08356265581786369
623,qp09jv,0.02343976338254192
624,qp09jz,0.03906200694999011
625,qp09k0,0.060094602479418335
626,qp09k1,0.0401833929254665
627,qp09k2,0.08093485341233923
628,qp09k3,0.0260810909298529
629,qp09k4,0.0511641000036319
630,qp09k6,0.03477397339694231
631,qp09k8,0.05105814437253484
632,qp09k9,0.041479879231637505
633,qp09kb,0.03473266689757195
634,qp09kc,0.03807535450630566
635,qp09ke,0.019573444248366222
636,qp09kf,0.043680335401691715
637,qp09kj,0.05102063280530189
638,qp09kr,0.07832103197061178
639,qp09ks,0.04296120918371967
640,qp09kt,0.038508403932507984
641,qp09ku,0.03607416386569638
642,qp09kv,0.13989463559428866
643,qp09kw,0.030762321982923675
644,qp09ky,0.03605488003378029
645,qp09kz,0.2847584067341731
646,qp09m0,0.025856054903173692
647,qp09m1,0.04341685353556785
648,qp09m2,0.03260217558132883
649,qp09me,0.03449216467029819
650,qp09mn,0.05365329939895811
651,qp09mq,0.06285421541331626
652,qp09mr,0.08078167949854204
653,qp09ms,0.04079401881792592
654,qp09mt,0.0500518404561395
655,qp09mu,0.031046809002804373
656,qp09mw,0.06270572506893665
657,qp09mx,0.03342595430582867
658,qp09q5,0.03949172159849046
659,qp09qp,0.08225040261413889
660,qp09s2,0.12839248551255852
661,qp09s3,0.15180585894401466
662,qp09s6,0.07074585405671505
663,qp09s7,0.08787128956575695
664,qp09sb,0.06117524182299831
665,qp09sc,0.10577694219460994
666,qp09sd,0.06433876190609078
667,qp09se,0.11093884741717
668,qp09sf,0.08308091344074044
669,qp09sg,0.10670104313133641
670,qp09sh,0.17636293759475577
671,qp09sj,0.27254904990868617
672,qp09sk,0.12272045585502671
673,qp09sm,0.1387916549342486
674,qp09sn,0.11927307605320268
675,qp09sq,0.15005569008944025
676,qp09st,0.12638216695209536
677,qp09su,0.09461445758279688
678,qp09sx,0.07457967919088072
679,qp09sy,0.10597478385525555
680,qp09sz,0.06471257369321667
681,qp09t0,0.11811051567003021
682,qp09t2,0.07816090372881379
683,qp09t4,0.05615175756061437
684,qp09t9,0.0944205246634556
685,qp09th,0.10530157341763798
686,qp09tj,0.09647659943668625
687,qp09tm,0.08770501322544866
688,qp09tn,0.05604494096619963
689,qp09tp,0.06949809905175146
690,qp09tq,0.08104801406026352
691,qp09tt,0.07411631658943216
692,qp09tw,0.07204800118870605
693,qp09tx,0.05608155242835406
694,qp09u2,0.14030953317102282
695,qp09u3,0.17468388599991702
696,qp09u4,0.2890467873138452
697,qp09u5,0.2597969173327778
698,qp09u6,0.21241487681987503
699,qp09u7,0.2112654667446372
700,qp09u8,0.06419552184509962
701,qp09u9,0.14826637673560672
702,qp09ub,0.102970679121932
703,qp09uc,0.10213675766283667
704,qp09ud,0.12824439627350961
705,qp09uf,0.10981378446924016
706,qp09ug,0.10918008783896117
707,qp09uh,0.20344334613542253
708,qp09uj,0.15187157513796828
709,qp09uk,0.22062275152565056
710,qp09um,0.17069151136166394
711,qp09un,0.11466432120577785
712,qp09uq,0.16461506142556506
713,qp09us,0.14367716594776764
714,qp09ut,0.1322165777697003
715,qp09uw,0.15369328553481293
716,qp09ux,0.1344327333346697
717,qp09uz,0.3313618450482069
718,qp09v0,0.16072335356559914
719,qp09v1,0.07635941667810899
720,qp09v2,0.0577819940291302
721,qp09v3,0.0984100646619424
722,qp09v4,0.07280682234273124
723,qp09v6,0.05545204914558488
724,qp09ve,0.08338362943081466
725,qp09vg,0.05645371150356639
726,qp09vj,0.04557561148919111
727,qp09vm,0.1401108667615575
728,qp09vn,0.07772807302116488
729,qp09vp,0.11895964011849626
730,qp09vr,0.08035229819637602
731,qp09vs,0.08177920411541836
732,qp09vt,0.08980120704733531
733,qp09vu,0.07687572137173401
734,qp09vv,0.07954252213025018
735,qp09vx,0.08084600156620605
736,qp09vy,0.06170067472573763
737,qp09y1,0.0637716327085887
738,qp09yh,0.045032841114595386
739,qp09yj,0.08206043340700296
740,qp09yp,0.05942941068949022
741,qp0d00,0.09945452219719274
742,qp0d01,0.110851053886753
743,qp0d02,0.1816372778988903
744,qp0d03,0.14676310901456374
745,qp0d06,0.11791050954126042
746,qp0d07,0.12107736439729505
747,qp0d0c,0.1426844778455597
748,qp0d0f,0.12251830215841515
749,qp0d0h,0.04634552770896072
750,qp0d0j,0.03415325890067181
751,qp0d0k,0.08224218534876682
752,qp0d0m,0.08875681385685877
753,qp0d0n,0.05231003199040151
754,qp0d0q,0.08216026437000816
755,qp0d0t,0.11769758405288247
756,qp0d0v,0.12150446725775127
757,qp0d0w,0.08222179060647992
758,qp0d10,0.14976757483495137
759,qp0d12,0.11275582956041318
760,qp0d13,0.11271508407048621
761,qp0d15,0.09793108019034773
762,qp0d16,0.10594088825414655
763,qp0d18,0.09975409701504946
764,qp0d19,0.094302322791241
765,qp0d1c,0.0784160516658356
766,qp0d1d,0.08150660437140374
767,qp0d1f,0.07981157573864364
768,qp0d1g,0.06977459488193934
769,qp0d1h,0.11631425947455395
770,qp0d1k,0.10228969486524815
771,qp0d1m,0.07070679824245096
772,qp0d1n,0.09032966331206613
773,qp0d1q,0.09515035742822586
774,qp0d1w,0.07828476466826463
775,qp0d48,0.01576682832669207
776,qp0d49,0.12878170913185116
777,qp0d4b,0.08689476192994311
778,qp0d4c,0.022617453867845874
779,qp0d4d,0.03957364320060264
780,qp0d4e,0.06451118442476034
781,qp0d4f,0.03950922709183762
782,qp0d4g,0.07020577544614723
783,qp0d4n,0.05444443599174422
784,qp0d4q,0.049306730153172565
785,qp0d4t,0.04528288982534271
786,qp0d4u,0.035623607453617555
787,qp0d4v,0.04286129303920561
788,qp0d4w,0.12631223113428378
789,qp0d4y,0.04469268444928821
790,qp0d50,0.07802977094157967
791,qp0d51,0.04573658996755409
792,qp0d52,0.030984604110877705
793,qp0d53,0.07234187879528438
794,qp0d54,0.037018664820877165
795,qp0d55,0.03621292800146198
796,qp0d59,0.059631943431367455
797,qp0d5b,0.07739049815125217
798,qp0d5f,0.05006907687200806
799,qp0d5g,0.055143341132390285
800,qp0d5m,0.0491608452687935
801,qp0dh0,0.04412156232904879
802,qp0dh2,0.11063335338082618
803,qp0dh4,0.012554005115241625
804,qp0dh5,0.07054640146791487
805,qp0dh6,0.07507331919066908
806,qp0dh7,0.07088989589638964
807,qp0dh8,0.11148477463405523
808,qp0dhc,0.11900428589054092
809,qp0dhg,0.06654670839957819
810,qp0dhh,0.05589761779185794
811,qp0dhk,0.05260452645438862
812,qp0dhq,0.052880299158619345
813,qp0dhs,0.05079409977543045
814,qp0dht,0.1177085441142264
815,qp0dhv,0.0843854227287711
816,qp0dhw,0.06249304227973557
817,qp0dj0,0.10464887253273025
818,qp0dj3,0.10923495543272192
819,qp0dj4,0.08353068568425917
820,qp0dj5,0.07180859357110936
821,qp0dj6,0.08429979856178307
822,qp0dj7,0.03711943588667272
823,qp0dj8,0.09757675313222247
824,qp0dj9,0.10063679669127745
825,qp0djd,0.10090752890967516
826,qp0dje,0.11516112081619068
827,qp0djh,0.08621771200855172
828,qp0djj,0.08872021441542205
829,qp0djk,0.1026038578579739
830,qp0djm,0.0631825556382291
831,qp0djq,0.07862018438921878
832,qp0djs,0.12223086632338635
833,qp0djt,0.11684419590316172
834,qp0djy,0.10351291075413577
835,qp0dn1,0.08428094532108978
836,qp0dnj,0.09399249883954493
